SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
1983;Ed Nealy;;PF;22;KCK;59,5;364
1984;Ed Nealy;;PF;23;KCK;50;174
1985;Ed Nealy;;PF;24;KCK;59,1;62
1987;Ed Nealy;;PF;26;SAS;43,8;223
1988;Ed Nealy;;PF;27;SAS;45,9;142
1989;Ed Nealy;;PF;28;TOT;36,1;30
1989;Ed Nealy;;PF;28;CHI;71,4;11
1989;Ed Nealy;;PF;28;PHO;27,6;19
1990;Ed Nealy;$550,000.00 ;PF;29;CHI;52,9;104
1991;Ed Nealy;$650,000.00 ;PF;30;PHO;46,4;123
1992;Ed Nealy;$800,000.00 ;PF;31;PHO;51,2;160
1993;Ed Nealy;;PF;32;TOT;37,7;69
1993;Ed Nealy;;PF;32;GSW;34,8;46
1993;Ed Nealy;;PF;32;CHI;43,5;23
1996;Ed O'Bannon;;SG;23;NJN;39;399
1997;Ed O'Bannon;;SF;24;TOT;33,3;235
1997;Ed O'Bannon;;SF;24;NJN;36,7;189
1997;Ed O'Bannon;;SF;24;DAL;23,6;46
1950;Ed Peterson;;C;25;SYR;42,8;445
1951;Ed Peterson;;C;26;TOT;33,9;359
1951;Ed Peterson;;C;26;SYR;37;80
1951;Ed Peterson;;C;26;TRI;33;279
1986;Ed Pinckney;;SF;22;PHO;55,8;681
1987;Ed Pinckney;;SF;23;PHO;58,4;837
1988;Ed Pinckney;;PF;24;SAC;52,2;491
1989;Ed Pinckney;;PF;25;TOT;51,3;918
1989;Ed Pinckney;;PF;25;SAC;50,2;625
1989;Ed Pinckney;;PF;25;BOS;54;293
1990;Ed Pinckney;$750,000.00 ;PF;26;BOS;54,2;362
1991;Ed Pinckney;$900,000.00 ;PF;27;BOS;53,9;366
1992;Ed Pinckney;$1,150,000.00 ;PF;28;BOS;53,7;613
1993;Ed Pinckney;$1,470,000.00 ;PF;29;BOS;41,7;32
1994;Ed Pinckney;$1,485,000.00 ;PF;30;BOS;52,2;394
1995;Ed Pinckney;$1,926,000.00 ;PF;31;MIL;49,5;140
1996;Ed Pinckney;$300,000.00 ;PF;32;TOT;51;478
1996;Ed Pinckney;$300,000.00 ;PF;32;TOR;50,2;328
1996;Ed Pinckney;$300,000.00 ;PF;32;PHI;52,9;150
1997;Ed Pinckney;;PF;33;MIA;53,5;66
1982;Ed Rains;;SF;25;SAS;43,5;192
1983;Ed Rains;;SF;26;SAS;39,8;95
1974;Ed Ratleff;;SF;23;HOU;43,4;611
1975;Ed Ratleff;;SF;24;HOU;46,1;941
1976;Ed Ratleff;;SF;25;HOU;48,5;796
1977;Ed Ratleff;;SF;26;HOU;43,5;166
1978;Ed Ratleff;;SF;27;HOU;41,9;299
1950;Ed Sadowski;;C;32;TOT;32,4;872
1950;Ed Sadowski;;C;32;PHW;30,7;146
1950;Ed Sadowski;;C;32;BLB;32,8;726
1976;Ed Searcy;;SF;23;BOS;33,3;6
1983;Ed Sherod;;PG;23;NYK;40,6;395
1954;Ed Smith;;SF;24;NYK;28,6;35
1950;Ed Stanczak;;F;28;AND;34,9;521
1951;Ed Stanczak;;F;29;BOS;24;60
1998;Ed Stokes;;C;26;TOR;33,3;3
2006;Eddie Basden;;SF;22;CHI;40,5;39
2001;Eddie Gill;;PG;22;NJN;39;39
2002;Eddie Gill;;PG;23;MEM;42,4;116
2004;Eddie Gill;$720,046.00 ;PG;25;POR;41,7;50
2005;Eddie Gill;$819,551.00 ;PG;26;IND;33,5;269
2006;Eddie Gill;;PG;27;IND;22,2;45
2008;Eddie Gill;$387,613.00 ;PG;29;TOT;38,7;38
2008;Eddie Gill;$387,613.00 ;PG;29;NJN;41,4;38
2008;Eddie Gill;$387,613.00 ;PG;29;SEA;0;0
2009;Eddie Gill;;PG;30;MIL;66,7;14
2002;Eddie Griffin;;PF;19;HOU;36,6;642
2003;Eddie Griffin;$2,312,760.00 ;PF;20;HOU;40;664
2005;Eddie Griffin;$2,500,000.00 ;PF;22;MIN;38,7;527
2006;Eddie Griffin;$2,700,000.00 ;C;23;MIN;35,1;320
2007;Eddie Griffin;$2,900,000.00 ;PF;24;MIN;25,9;18
2001;Eddie House;$465,850.00 ;PG;22;MIA;42,1;251
2002;Eddie House;$637,435.00 ;PG;23;MIA;39,9;514
2003;Eddie House;;SG;24;MIA;38,7;411
2004;Eddie House;$563,327.00 ;SG;25;LAC;35,9;409
2005;Eddie House;;PG-SG;26;TOT;45,1;397
2005;Eddie House;;SG;26;CHA;45,2;144
2005;Eddie House;;SG;26;MIL;35,3;16
2005;Eddie House;;PG;26;SAC;45,8;237
2006;Eddie House;$1,400,000.00 ;PG;27;PHO;42,2;796
2007;Eddie House;;SG;28;NJN;42,8;468
2008;Eddie House;$2,650,000.00 ;PG;29;BOS;40,9;584
2009;Eddie House;$2,862,000.00 ;PG;30;BOS;44,5;691
2010;Eddie House;;PG-SG;31;TOT;38;473
2010;Eddie House;;PG;31;BOS;40,1;358
2010;Eddie House;;SG;31;NYK;33,1;115
2011;Eddie House;;SG;32;MIA;39,9;362
1988;Eddie Hughes;;PG;27;UTA;38,5;17
1989;Eddie Hughes;;PG;28;DEN;43,8;70
1990;Eddie Hughes;;PG;29;DEN;41,1;209
1978;Eddie Johnson;;SG;22;ATL;48,4;828
1979;Eddie Johnson;;SG;23;ATL;51;1245
1980;Eddie Johnson;;SG;24;ATL;48,7;1465
1981;Eddie Johnson;;SG;25;ATL;50,4;1431
1982;Eddie Johnson;;SG;26;ATL;45;1211
1982;Eddie Johnson;;SF;22;KCK;45,9;690
1983;Eddie Johnson;;SG;27;ATL;45,3;978
1983;Eddie Johnson;;SF;23;KCK;49,4;1621
1984;Eddie Johnson;;SG;28;ATL;44,2;886
1984;Eddie Johnson;;SF;24;KCK;48,5;1794
1985;Eddie Johnson;;SG;29;ATL;47,9;1193
1985;Eddie Johnson;;SF;25;KCK;49,1;1876
1986;Eddie Johnson;;SF;26;SAC;47,5;1530
1986;Eddie Johnson;;SG;30;TOT;45,7;709
1986;Eddie Johnson;;SG;30;ATL;47,3;394
1986;Eddie Johnson;;SG;30;CLE;44;315
1987;Eddie Johnson;;SG;31;SEA;45,7;217
1987;Eddie Johnson;;SF;27;SAC;46,3;1516
1988;Eddie Johnson;;SF;28;PHO;48;1294
1989;Eddie Johnson;;SF;29;PHO;49,7;1504
1990;Eddie Johnson;$1,000,000.00 ;SF;30;PHO;45,3;1080
1991;Eddie Johnson;$1,050,000.00 ;SG;31;TOT;48,4;1354
1991;Eddie Johnson;$1,050,000.00 ;SG;31;PHO;47,3;203
1991;Eddie Johnson;$1,050,000.00 ;SG;31;SEA;48,6;1151
1992;Eddie Johnson;$1,100,000.00 ;SF;32;SEA;45,9;1386
1993;Eddie Johnson;$1,150,000.00 ;SF;33;SEA;46,7;1177
1994;Eddie Johnson;;SF;34;CHH;45,9;836
1996;Eddie Johnson;$1,200,000.00 ;SF;36;IND;41,3;475
1997;Eddie Johnson;$300,000.00 ;SF;37;TOT;44,2;424
1997;Eddie Johnson;$300,000.00 ;SF;37;IND;43,4;147
1997;Eddie Johnson;$300,000.00 ;SF;37;HOU;44,7;277
1998;Eddie Johnson;;SF;38;HOU;41,7;633
1999;Eddie Johnson;$1,000,000.00 ;SF;39;HOU;46,2;12
1995;Eddie Jones;$1,600,000.00 ;SG;23;LAL;46;897
1996;Eddie Jones;$1,800,000.00 ;SG;24;LAL;49,2;893
1997;Eddie Jones;$2,000,000.00 ;SG;25;LAL;43,8;1374
1998;Eddie Jones;$2,200,000.00 ;SG;26;LAL;48,4;1349
1999;Eddie Jones;;SF-SG;27;TOT;43,7;780
1999;Eddie Jones;;SG;27;LAL;42,3;271
1999;Eddie Jones;;SF;27;CHH;44,6;509
2000;Eddie Jones;$8,960,000.00 ;SG;28;CHH;42,7;1446
2001;Eddie Jones;$10,091,250.00 ;SG;29;MIA;44,5;1094
2002;Eddie Jones;$11,212,500.00 ;SG;30;MIA;43,2;1480
2003;Eddie Jones;$12,333,750.00 ;SG;31;MIA;42,3;869
2004;Eddie Jones;$13,455,000.00 ;SG;32;MIA;40,9;1401
2005;Eddie Jones;$14,576,250.00 ;SF;33;MIA;42,8;1018
2006;Eddie Jones;$14,863,778.00 ;SG;34;MEM;40,4;885
2007;Eddie Jones;$1,830,000.00 ;SG;35;TOT;42,2;493
2007;Eddie Jones;$1,830,000.00 ;SG;35;MEM;37,7;161
2007;Eddie Jones;$1,830,000.00 ;SG;35;MIA;44,6;332
2008;Eddie Jones;$2,000,000.00 ;SG;36;DAL;36,7;176
1978;Eddie Jordan;;PG;23;TOT;40;561
1978;Eddie Jordan;;PG;23;CLE;33,9;50
1978;Eddie Jordan;;PG;23;NJN;40,7;511
1979;Eddie Jordan;;PG;24;NJN;41,8;1015
1980;Eddie Jordan;;PG;25;NJN;43;1087
1981;Eddie Jordan;;PG;26;TOT;42,6;393
1981;Eddie Jordan;;PG;26;NJN;41,1;87
1981;Eddie Jordan;;PG;26;LAL;43;306
1982;Eddie Jordan;;PG;27;LAL;42,8;222
1983;Eddie Jordan;;PG;28;LAL;30,3;94
1984;Eddie Jordan;;PG;29;TOT;34,7;42
1984;Eddie Jordan;;PG;29;POR;31,7;33
1984;Eddie Jordan;;PG;29;LAL;50;9
1985;Eddie Lee;;C;22;NYK;49,8;298
1987;Eddie Lee;;PF;24;NYK;44,1;139
1989;Eddie Lee;;C;26;NYK;46,5;289
1990;Eddie Lee;;C;27;NYK;45,5;371
1991;Eddie Lee;;C;28;NYK;44,7;279
1993;Eddie Lee;;PF;30;PHI;56,7;158
1971;Eddie Mast;;PF;22;NYK;37,9;61
1972;Eddie Mast;;PF;23;NYK;34,8;103
1973;Eddie Mast;;PF;24;ATL;42,4;119
1964;Eddie Miles;;SG;23;DET;35,3;324
1965;Eddie Miles;;PG;24;DET;44,2;1044
1966;Eddie Miles;;PG;25;DET;44,7;1566
1967;Eddie Miles;;SG;26;DET;42,7;1425
1968;Eddie Miles;;SG;27;DET;47,5;1404
1969;Eddie Miles;;SG;28;DET;44,9;1064
1970;Eddie Miles;;SG;29;TOT;44;609
1970;Eddie Miles;;SG;29;DET;43,5;592
1970;Eddie Miles;;SG;29;BAL;70;17
1971;Eddie Miles;;SG;30;BAL;42,6;622
1972;Eddie Miles;;SG;31;NYK;35,9;62
1953;Eddie Miller;;C;21;TOT;35;733
1953;Eddie Miller;;C;21;MLH;26,8;39
1953;Eddie Miller;;C;21;BLB;35,6;694
1954;Eddie Miller;;C;22;BLB;40,7;719
1978;Eddie Owens;;SF;24;BUF;42,9;21
1983;Eddie Phillips;;SF;21;NJN;40,6;152
2000;Eddie Robinson;$600,000.00 ;SF;23;CHH;54,9;471
2001;Eddie Robinson;$5,170,000.00 ;SF;24;CHH;53,1;498
2002;Eddie Robinson;$5,687,000.00 ;SF;25;CHI;45,3;262
2003;Eddie Robinson;$6,204,000.00 ;SF;26;CHI;49,2;364
2004;Eddie Robinson;;SF;27;CHI;48,2;343
2002;Eddy Curry;$2,879,280.00 ;C;19;CHI;50,1;483
2003;Eddy Curry;$3,080,160.00 ;C;20;CHI;58,5;849
2004;Eddy Curry;;PF;21;CHI;49,6;1070
2005;Eddy Curry;$7,390,000.00 ;C;22;CHI;53,8;1012
2006;Eddy Curry;;C;23;NYK;56,3;979
2007;Eddy Curry;$8,947,543.00 ;C;24;NYK;57,6;1576
2008;Eddy Curry;$9,723,983.00 ;C;25;NYK;54,6;781
2009;Eddy Curry;$10,500,423.00 ;C;26;NYK;100;5
2010;Eddy Curry;$11,530,592.00 ;C;27;NYK;38,1;26
2012;Eddy Curry;$23,852.00 ;C;29;MIA;46,2;30
2013;Eddy Curry;;C;30;DAL;50;9
1981;Edgar Jones;;PF;24;NJN;52,9;524
1982;Edgar Jones;;PF;25;DET;54,8;375
1983;Edgar Jones;;PF;26;TOT;49,5;677
1983;Edgar Jones;;PF;26;DET;49,3;409
1983;Edgar Jones;;PF;26;SAS;49,7;268
1984;Edgar Jones;;PF;27;SAS;50;826
1985;Edgar Jones;;PF;28;TOT;47,3;342
1985;Edgar Jones;;PF;28;SAS;48,4;129
1985;Edgar Jones;;PF;28;CLE;46,7;213
1986;Edgar Jones;;PF;29;CLE;50,5;513
1981;Edmund Lawrence;;C;28;DET;62,5;12
2001;Eduardo Najera;$465,850.00 ;PF;24;DAL;52,3;131
2002;Eduardo Najera;$3,047,620.00 ;PF;25;DAL;50;400
2003;Eduardo Najera;;SF;26;DAL;55,8;320
2004;Eduardo Najera;$3,809,524.00 ;SF;27;DAL;44,4;176
2005;Eduardo Najera;$4,190,476.00 ;PF;28;TOT;45;354
2005;Eduardo Najera;$4,190,476.00 ;PF;28;GSW;40,7;175
2005;Eduardo Najera;$4,190,476.00 ;PF;28;DEN;50;179
2006;Eduardo Najera;;PF;29;DEN;42,2;347
2007;Eduardo Najera;$4,952,380.00 ;PF;30;DEN;57,6;497
2008;Eduardo Najera;$3,250,000.00 ;PF;31;DEN;47,3;464
2009;Eduardo Najera;$3,100,000.00 ;PF;32;NJN;44,6;79
2010;Eduardo Najera;;PF;33;TOT;42,5;157
2010;Eduardo Najera;;PF;33;NJN;37,7;49
2010;Eduardo Najera;;PF;33;DAL;45,2;108
2011;Eduardo Najera;;PF;34;CHA;36,1;69
2012;Eduardo Najera;;PF;35;CHA;37,5;58
2012;Edwin Ubiles;;SF;25;WAS;27,8;14
2017;Edy Tavares;;C;24;TOT;80;8
2017;Edy Tavares;;C;24;ATL;100;2
2017;Edy Tavares;;C;24;CLE;75;6
2003;Efthimi Rentzias;;C;27;PHI;33,9;52
2011;Ekpe Udoh;$3,294,960.00 ;C;23;GSW;43,7;236
2012;Ekpe Udoh;$3,524,880.00 ;C;24;TOT;43,1;340
2012;Ekpe Udoh;$3,524,880.00 ;C;24;GSW;44,3;210
2012;Ekpe Udoh;$3,524,880.00 ;C;24;MIL;40,9;130
2013;Ekpe Udoh;$4,469,548.00 ;C;25;MIL;43,5;323
2014;Ekpe Udoh;$981,084.00 ;PF;26;MIL;39,9;144
2015;Ekpe Udoh;;PF;27;LAC;45,8;29
1991;Elden Campbell;$575,000.00 ;PF;22;LAL;45,5;144
1992;Elden Campbell;$575,000.00 ;C;23;LAL;44,8;578
1993;Elden Campbell;$1,700,000.00 ;PF;24;LAL;45,8;606
1994;Elden Campbell;$2,100,000.00 ;PF;25;LAL;46,2;934
1995;Elden Campbell;$2,200,000.00 ;PF;26;LAL;45,9;913
1996;Elden Campbell;$7,000,000.00 ;PF;27;LAL;50,3;1143
1997;Elden Campbell;$7,000,000.00 ;PF;28;LAL;46,9;1148
1998;Elden Campbell;$7,000,000.00 ;PF;29;LAL;46,3;816
1999;Elden Campbell;;C;30;TOT;47,7;616
1999;Elden Campbell;;C;30;LAL;43,6;126
1999;Elden Campbell;;C;30;CHH;48,9;490
2000;Elden Campbell;$8,050,000.00 ;C;31;CHH;44,6;987
2001;Elden Campbell;$7,975,000.00 ;PF;32;CHH;44;1022
2002;Elden Campbell;$8,050,000.00 ;PF;33;CHH;48,4;1074
2003;Elden Campbell;$4,000,000.00 ;C;34;TOT;39,7;343
2003;Elden Campbell;$4,000,000.00 ;C;34;NOH;40,9;295
2003;Elden Campbell;$4,000,000.00 ;C;34;SEA;33,3;48
2004;Elden Campbell;$4,400,000.00 ;C;35;DET;43,9;361
2005;Elden Campbell;;C;36;TOT;31,7;120
2005;Elden Campbell;;C;36;NJN;0;2
2005;Elden Campbell;;C;36;DET;33,6;118
1995;Eldridge Recasner;$225,000.00 ;SG;27;DEN;16,7;6
1996;Eldridge Recasner;$247,500.00 ;SG;28;HOU;41,5;436
1997;Eldridge Recasner;$326,700.00 ;SG;29;ATL;42,3;405
1998;Eldridge Recasner;;SG;30;ATL;45,6;548
1999;Eldridge Recasner;;PG;31;CHH;44,6;222
2000;Eldridge Recasner;$1,200,000.00 ;PG;32;CHH;42,9;7
2001;Eldridge Recasner;$1,300,000.00 ;PG;33;CHH;33,3;103
2002;Eldridge Recasner;;PG-SG;34;TOT;33,3;5
2002;Eldridge Recasner;;SG;34;CHH;;0
2002;Eldridge Recasner;;PG;34;LAC;33,3;5
2015;Elfrid Payton;$2,505,720.00 ;PG;20;ORL;42,5;731
2016;Elfrid Payton;$2,613,600.00 ;PG;21;ORL;43,6;778
2017;Elfrid Payton;$3,332,340.00 ;PG;22;ORL;47,1;1046
1959;Elgin Baylor*;;SF;24;MNL;40,8;1742
1960;Elgin Baylor*;;SF;25;MNL;42,4;2074
1961;Elgin Baylor*;;SF;26;LAL;43;2538
1962;Elgin Baylor*;;SF;27;LAL;42,8;1836
1963;Elgin Baylor*;;SF;28;LAL;45,3;2719
1964;Elgin Baylor*;;SF;29;LAL;42,5;1983
1965;Elgin Baylor*;;SF;30;LAL;40,1;2009
1966;Elgin Baylor*;;SF;31;LAL;40,1;1079
1967;Elgin Baylor*;;SF;32;LAL;42,9;1862
1968;Elgin Baylor*;;SF;33;LAL;44,3;2002
1969;Elgin Baylor*;;SF;34;LAL;44,7;1881
1970;Elgin Baylor*;;SF;35;LAL;48,6;1298
1971;Elgin Baylor*;;SF;36;LAL;42,1;20
1972;Elgin Baylor*;;SF;37;LAL;43,3;106
2014;Elias Harris;;SF;24;LAL;0;0
2015;Elijah Millsap;$362,878.00 ;SG;27;UTA;34;248
2016;Elijah Millsap;$23,069.00 ;SG;28;UTA;28,2;36
2017;Elijah Millsap;;SG;29;PHO;14,3;3
1992;Elliot Perry;;PG;22;TOT;38;126
1992;Elliot Perry;;PG;22;LAC;40;13
1992;Elliot Perry;;PG;22;CHH;37,7;113
1994;Elliot Perry;$250,000.00 ;PG;24;PHO;37,2;105
1995;Elliot Perry;$2,025,000.00 ;PG;25;PHO;52;795
1996;Elliot Perry;$2,000,000.00 ;PG;26;PHO;47,5;697
1997;Elliot Perry;$2,000,000.00 ;PG;27;MIL;47,4;562
1998;Elliot Perry;$2,000,000.00 ;PG;28;MIL;43;591
1999;Elliot Perry;$2,000,000.00 ;PG;29;TOT;37,9;98
1999;Elliot Perry;$2,000,000.00 ;PG;29;MIL;52,9;20
1999;Elliot Perry;$2,000,000.00 ;PG;29;NJN;34,9;78
2000;Elliot Perry;$1,050,000.00 ;PG;30;NJN;43,5;317
2001;Elliot Perry;;PG;31;TOT;46,4;147
2001;Elliot Perry;;PG;31;ORL;45,5;10
2001;Elliot Perry;;PG;31;PHO;46,5;137
2002;Elliot Perry;;PG;32;MEM;50;11
2012;Elliot Williams;$1,442,880.00 ;SG;22;POR;50;88
2014;Elliot Williams;$107,676.00 ;SG;24;PHI;41,5;404
2015;Elliot Williams;$80,000.00 ;SG;25;TOT;37,8;37
2015;Elliot Williams;$80,000.00 ;SG;25;UTA;46,2;18
2015;Elliot Williams;$80,000.00 ;SG;25;NOP;33,3;19
2016;Elliot Williams;$250,000.00 ;PG;26;MEM;20;8
1952;Elmer Behnke;;C;22;MLH;27,3;16
1995;Elmer Bennett;;PG;24;CLE;54,5;15
1996;Elmer Bennett;;PG;25;PHI;23,5;11
1997;Elmer Bennett;;PG;26;TOT;31,6;22
1997;Elmer Bennett;;PG;26;HOU;33,3;10
1997;Elmer Bennett;;PG;26;DEN;30,8;12
1950;Elmer Gainer;;F-C;31;WAT;25,7;24
1972;Elmore Smith;;C;22;BUF;45,4;1352
1973;Elmore Smith;;C;23;BUF;48,2;1388
1974;Elmore Smith;;C;24;LAL;45,7;1015
1975;Elmore Smith;;C;25;LAL;49,3;804
1976;Elmore Smith;;C;26;MIL;51,8;1218
1977;Elmore Smith;;C;27;TOT;47,5;599
1977;Elmore Smith;;C;27;MIL;44,7;287
1977;Elmore Smith;;C;27;CLE;50,4;312
1978;Elmore Smith;;C;28;CLE;49,7;1009
1979;Elmore Smith;;C;29;CLE;53,1;156
1993;Elmore Spencer;$569,000.00 ;C;23;LAC;53,7;104
1994;Elmore Spencer;$700,000.00 ;C;24;LAC;53,3;673
1995;Elmore Spencer;;C;25;LAC;44,1;132
1996;Elmore Spencer;;C;26;TOT;38,5;14
1996;Elmore Spencer;;C;26;DEN;0;0
1996;Elmore Spencer;;C;26;POR;41,7;14
1997;Elmore Spencer;$2,050,000.00 ;C;27;SEA;0;0
1982;Elston Turner;;SF;22;DAL;44,1;661
1983;Elston Turner;;SF;23;DAL;40,3;214
1984;Elston Turner;;SF;24;DAL;36;137
1985;Elston Turner;;SF;25;DEN;46,6;414
1986;Elston Turner;;SG;26;DEN;43,5;369
1987;Elston Turner;;SF;27;CHI;44,4;248
1988;Elston Turner;;SF;28;CHI;26,7;17
1989;Elston Turner;;SF;29;DEN;42,8;337
2000;Elton Brand;$3,629,160.00 ;PF;20;CHI;48,2;1627
2001;Elton Brand;$3,882,360.00 ;PF;21;CHI;47,6;1490
2002;Elton Brand;$4,895,656.00 ;PF;22;LAC;52,7;1453
2003;Elton Brand;;PF;23;LAC;50,2;1146
2004;Elton Brand;$12,056,000.00 ;PF;24;LAC;49,3;1379
2005;Elton Brand;$13,152,000.00 ;PF;25;LAC;50,3;1622
2006;Elton Brand;$14,248,000.00 ;PF;26;LAC;52,7;1953
2007;Elton Brand;$15,344,000.00 ;PF;27;LAC;53,3;1642
2008;Elton Brand;$13,757,844.00 ;PF;28;LAC;45,6;141
2009;Elton Brand;$14,858,471.00 ;PF;29;PHI;44,7;399
2010;Elton Brand;$15,959,099.00 ;PF;30;PHI;48;996
2011;Elton Brand;$17,059,727.00 ;PF;31;PHI;51,2;1217
2012;Elton Brand;$16,059,854.00 ;C;32;PHI;49,4;659
2013;Elton Brand;$4,000,000.00 ;C;33;DAL;47,3;518
2014;Elton Brand;$2,000,000.00 ;C;34;ATL;53,9;419
2015;Elton Brand;$890,693.00 ;C;35;ATL;44,2;96
2016;Elton Brand;$1,000,000.00 ;C;36;PHI;43,1;70
1969;Elvin Hayes*;;C;23;SDR;44,7;2327
1970;Elvin Hayes*;;C;24;SDR;45,2;2256
1971;Elvin Hayes*;;C;25;SDR;42,8;2350
1972;Elvin Hayes*;;C;26;HOU;43,4;2063
1973;Elvin Hayes*;;PF;27;BAL;44,4;1717
1974;Elvin Hayes*;;PF;28;CAP;42,3;1735
1975;Elvin Hayes*;;PF;29;WSB;44,3;1887
1976;Elvin Hayes*;;PF;30;WSB;47;1585
1977;Elvin Hayes*;;PF;31;WSB;50,1;1942
1978;Elvin Hayes*;;PF;32;WSB;45,1;1598
1979;Elvin Hayes*;;PF;33;WSB;48,7;1789
1980;Elvin Hayes*;;PF;34;WSB;45,4;1859
1981;Elvin Hayes*;;PF;35;WSB;45,1;1439
1982;Elvin Hayes*;;PF;36;HOU;47,2;1318
1983;Elvin Hayes*;;PF;37;HOU;47,6;1046
1984;Elvin Hayes*;;PF;38;HOU;40,6;402
1965;Em Bryant;;PG;26;NYK;33,3;377
1966;Em Bryant;;PG;27;NYK;47,2;498
1967;Em Bryant;;PG;28;NYK;40,9;546
1968;Em Bryant;;PG;29;NYK;38,5;283
1969;Em Bryant;;PG;30;BOS;40,4;459
1970;Em Bryant;;PG;31;BOS;40,4;555
1971;Em Bryant;;PG;32;BUF;42,1;727
1972;Em Bryant;;PG;33;BUF;45,9;277
1997;Emanual Davis;;PG;28;HOU;44,4;65
1998;Emanual Davis;;PG;29;HOU;44,4;184
2000;Emanual Davis;$610,000.00 ;PG;31;SEA;36,4;217
2001;Emanual Davis;$715,850.00 ;SG;32;SEA;41,8;361
2002;Emanual Davis;$824,935.00 ;PG;33;ATL;35,4;185
2003;Emanual Davis;;SG;34;ATL;36,4;88
2005;Emeka Okafor;;PF;22;CHA;44,7;1105
2006;Emeka Okafor;;PF;23;CHA;41,5;344
2007;Emeka Okafor;;C;24;CHA;53,2;963
2008;Emeka Okafor;;C;25;CHA;53,5;1133
2009;Emeka Okafor;$10,538,937.00 ;C;26;CHA;56,1;1085
2010;Emeka Okafor;$11,495,000.00 ;C;27;NOH;53;850
2011;Emeka Okafor;$12,541,812.00 ;C;28;NOH;57,3;745
